Sr.No,Smiles,Solvent,AbsorptionMax (nm),EmissionMax (nm),Fluorescent labeling,Total Molweight,molFormula,cLogP,cLogS,H-Acceptors,H-Donors,Total Surface Area,Relative PSA,Polar Surface Area,Druglikeness,Rotatable Bonds,Weiner
10426,Cc1cc(-c2ccccc2)nc2c1ccc1nc(-c3ccccc3)cn12,ClCCl,348,450,Yes,335.409,C23H17N3,5.0453,-8.348,3,0,262.41,0.11391,30.19,1.0925,2,1627
1167,Cn1c(=O)c(/N=N/c2ccc(Nc3ccccc3)c(S(=O)(=O)O)c2)c(O)c2ccccc21,O,385,540,Yes,450.474,C22H18N4O5S,1.8869,-4.156,9,3,318.27,0.33258,140.04,-4.6098,5,3101
15018,C(#Cc1ccc2ncsc2c1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,Cc1ccccc1,365,428,Yes,402.52,C27H18N2S,6.3924,-7.055,2,0,321.94,0.10834,44.37,-3.11,4,2764
14154,CCN(C)c1ccc(C2=C3C(C)=CC(/C=C/c4ccc(OCCCN=[N+]=[N-])cc4)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)cc1,CO,568,586,Yes,568.478,C32H35BF2N6O,5.632,-8.506,7,0,445.18,0.13961,55.04,-4.2423,10,6627
4174,O=[N+]([O-])c1ccc(F)cc1C1CC(c2cccc3ccccc23)=NN1c1ccccc1,C1CCCCC1,365,467,Yes,411.435,C25H18FN3O2,5.4956,-6.929,5,0,303.43,0.14989,61.42,-3.8225,4,2463
7938,CCOC(=O)/C(C#N)=C\c1ccc2c(c1)c1ccccc1n2-c1ccc(C)cc1,CO,391,495,Yes,380.446,C25H20N2O2,5.3227,-8.358,4,0,303.87,0.14305,55.02,-6.7509,5,2261
10598,Cc1ccc(C2CC(c3ccc(O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,CS(C)=O,364,424,Yes,407.493,C22H21N3O3S,3.8842,-4.496,6,2,294.52,0.2445,104.37,4.0251,4,2267
15031,Cc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,Cc1ccccc1,588,603,Yes,462.262,C28H17BF2N2O2,5.2303,-10.112,4,0,319.05,0.1107,38.98,-3.1125,1,3152
4598,CC1=CC(c2ccc3ccccc3c2)=[O+][B-]2(OC(=O)C(=O)O2)O1,CC#N,400,510,Yes,310.068,C16H11BO6,1.5203,-2.501,6,0,208.33,0.26919,61.83,-17.775,1,1150
605,COc1c2ccccc2c(OC)c2c1c1cccc(OC)c1n2C,CC#N,409,433,Yes,321.375,C20H19NO3,4.1331,-4.965,4,0,245.3,0.15031,32.62,0.65466,3,1109
13161,Cc1cc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)ccc1N1c2ccccc2[Si](c2ccccc2)(c2ccccc2)c2ccccc21,Cc1ccccc1,379.03,459,Yes,670.89,C46H34N4Si,10.053,-13.392,4,0,510.42,0.071431,41.91,-17.103,6,9696
10983,O=c1c(Nc2ccccc2)c([O-])c1=[NH+]c1ccccc1,CCOCC,400,484,Yes,266.299,C16H12N2O2,1.8573,-3.495,4,3,201.96,0.24292,61.36,2.2008,4,894
1396,N#Cc1ccc(-c2nc(-c3ccccc3)c3ccccn23)cc1,CO,372,487,Yes,295.344,C20H13N3,3.9866,-7.334,3,0,238.5,0.13618,41.09,-2.9356,2,1163
9166,Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CC(C)(C)O,346,412,Yes,267.371,C18H21NO,4.5625,-4.421,2,1,225.67,0.10905,32.59,-0.76273,3,881
7371,CN(C)c1ccc(/C=C/C(=O)c2ccccc2)cc1,CC(=O)O,423,517,Yes,251.328,C17H17NO,3.2002,-3.876,2,0,212.09,0.078222,20.31,1.6584,4,826
215,COc1cccc(OC)c1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CC#N,500,513,Yes,384.233,C21H23BF2N2O2,3.3208,-6.254,4,0,285.2,0.10943,35.07,-2.3368,3,1610
8383,CN(/N=C1\N=C(N)C2(CCCC2)c2ccccc21)c1ccccc1,ClCCl,378,471,Yes,318.423,C20H22N4,3.0408,-4.414,4,1,248.49,0.16838,53.98,0.022093,2,1272
13654,CN1c2ccc3c(c2-c2ccccc2S1(=O)=O)-c1ccccc1S(=O)(=O)N3C,ClCCl,350,443,Yes,412.489,C20H16N2O4S2,2.943,-6.502,6,0,268.06,0.23972,91.52,1.7066,0,1640
10671,CCCCCCCCCCCCOc1nc2cc(/N=C/c3ccc(OCCCCCCCC)cc3O)ccc2[nH]1,ClC(Cl)Cl,360,510,Yes,549.797,C34H51N3O3,10.6,-8.3,6,2,479.26,0.14516,79.73,-21.072,22,8204
10013,CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3o2)cc1,OCC(O)CO,424,566,Yes,290.365,C19H18N2O,4.3209,-4.229,3,0,243.89,0.11739,29.27,0.86756,4,1321
7911,CCOC(=O)/C(C#N)=C\c1ccc2c(c1)c1ccccc1n2-c1ccc(OC)cc1,ClC(Cl)Cl,401,486,Yes,396.445,C25H20N2O3,4.9088,-8.032,5,0,313.87,0.17036,64.25,-6.6124,6,2513
15243,CCCCN(CCCC)c1ccc(C#Cc2cc(C#Cc3ccc(C(F)(F)F)cc3)c(C#Cc3ccc(C(F)(F)F)cc3)cc2C#Cc2ccc(N(CCCC)CCCC)cc2)cc1,ClCCl,407,544,Yes,869.047,C56H54F6N2,17.145,-10.748,2,0,725.18,0.0097907,6.48,-10.338,20,21600
6678,C(#Cc1cccc(C#Cc2ccc(-n3c4ccccc4c4ccccc43)cc2)c1)c1ccc(-n2c3ccccc3c3ccccc32)cc1,ClCCl,329,394,Yes,608.742,C46H28N2,11.665,-14.318,2,0,488.7,0.028115,9.86,-3.5484,4,11200
2935,CCC(=O)c1ccc2cc(N(C)C)ccc2c1,CS(C)=O,359,461,Yes,227.306,C15H17NO,3.076,-4.212,2,0,186.45,0.088978,20.31,1.1649,3,532
630,COc1c2ccccc2c(OC)c2c1c1ccc(F)cc1n2C,CO,396,410,Yes,309.339,C19H16FNO2,4.3039,-5.261,3,0,229.39,0.11714,23.39,-0.68534,2,994
12628,N#CC(C#N)=Cc1ccc(-c2ccc(-c3nc4ccccc4s3)c(O)c2)s1,ClCCl,426,503,Yes,385.47,C21H11N3OS2,5.0992,-6.326,4,1,292.5,0.31422,137.18,-7.0464,3,2074
14073,Cc1ccc(C2=[N+]3C(=Cc4c(C)cc(C)n4[B-]3(F)F)c3ccccc32)[nH]1,C1CCOC1,607,625,Yes,349.191,C20H18BF2N3,3.466,-7.001,3,1,254.83,0.098889,32.4,-1.7233,1,1373
3002,CC1=[N+]2C(=Cc3cccn3[B-]2(F)F)C=C1,CO,506,512,Yes,206.002,C10H9BF2N2,0.7807,-4.177,2,0,147.72,0.075887,16.61,-2.3606,0,303
15996,c1cc2ccc3[s+]c4ccc5cccc6c7cccc8c(c1)c2c3c(c87)c4c56,ClCCl,600,643,Yes,369.466,C27H13S,7.8272,-11.319,0,0,229.99,0,0,-2.3575,0,1528
634,COc1c2ccccc2c(OC)c2c1c1c(F)cccc1n2C,CO,404,417,Yes,309.339,C19H16FNO2,4.3039,-5.261,3,0,229.39,0.11714,23.39,-0.68534,2,973
5173,CN(C)c1c2ccccc2cc2ccccc12,CCO,385,389,Yes,221.302,C16H15N,3.9448,-4.864,1,0,177.28,0.020025,3.24,0.40939,1,452
15971,CCCCCCCCOc1ccc(C#Cc2c3cc4ccccc4cc3c(C#Cc3ccc(F)cc3)c3cc4ccccc4cc23)cc1,ClCCl,664,679,Yes,624.797,C46H37FO,13.969,-12.364,1,0,515.71,0.019391,9.23,-28.125,10,9606
13988,CCNc1cc2c(cc1C)C(c1ccccc1C(=O)O)=C1CCCC(/C=C/C3=[N+](C)c4ccc5ccccc5c4C3(C)C)=C1O2,CC#N,716,749,Yes,595.761,C40H39N2O3,8.1207,-9.667,5,2,444.54,0.095379,61.57,-3.2615,6,6968
12667,CN(C)c1ccc(/C=C/C=C/C=C/c2ccc(B(O)O)cc2)cc1,C1CCCCC1,396,470,Yes,319.211,C20H22BNO2,4.7996,-1.691,3,2,274.64,0.10832,43.7,-10.124,6,1846
2353,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCCCCCCCCC,341.8,404.5,Yes,501.581,C29H31N3O5,4.5733,-8.015,8,1,391.06,0.22035,93.9,-54.422,10,5149
6637,COc1ccc(C#Cc2nc3ccccc3nc2-c2ccn(-c3ccccc3)c2)cc1,ClCCl,393,474,Yes,401.468,C27H19N3O,5.2003,-6.591,4,0,325.92,0.11908,39.94,-3.2062,4,2847
7928,Cc1ccc(-n2c3ccccc3c3cc(C=C(C#N)C#N)ccc32)cc1,CC#N,402,516,Yes,333.393,C23H15N3,5.0104,-8.603,3,0,271.81,0.12505,52.51,-7.851,2,1630
19,Cc1cc(=O)oc2c3c4c(cc12)CCCN4CCC3,O,396,489,Yes,255.316,C16H17NO2,2.5394,-3.373,3,0,190.34,0.1397,29.54,-5.1212,0,598
7162,CN(C)c1ccc(/C=C2\CCCC2=O)cc1,Cc1ccccc1,373,424,Yes,215.295,C14H17NO,2.6452,-2.962,2,0,178.32,0.093035,20.31,-2.1854,2,478
1730,Cc1ccc(-c2ccc(/C=C/c3cccn3C)cn2)nc1,CCO,383,501,Yes,275.354,C18H17N3,2.9592,-2.687,3,0,230.52,0.12498,30.71,2.2124,3,1090
15371,CC(C)[Si](C#Cc1c2ccc(C(C)(C)C)cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2ccc(C(C)(C)C)cc12)(C(C)C)C(C)C,Cc1ccccc1,440,461,Yes,651.18,C44H66Si2,13.6,-9.822,0,0,545.56,0,0,-37.008,10,6905
363,O=c1oc2ccccc2cc1-c1cccc(-c2cc3ccccc3oc2=O)c1,ClC(Cl)Cl,330,419,Yes,366.371,C24H14O4,3.8456,-5.038,4,0,270.7,0.17023,52.6,-0.03531,2,2047
4295,CC1=C(I)C(C)=[N+]2C1=C(c1c(-c3ccccn3)nc3ccccn13)c1c(C)c(I)c(C)n1[B-]2(F)F,ClCCl,554,580,Yes,693.076,C25H20BF2I2N5,4.5374,-9.628,5,0,373.98,0.1099,46.8,-1.3975,2,2927
9913,Oc1ccccc1/C=N/N=C/c1ccccc1O,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,363,583.09,Yes,240.261,C14H12N2O2,4.0942,-3.54,4,2,195.24,0.2521,65.18,1.5181,3,721
9542,CN(C)c1ccc2cc(C(/C=C/c3c[nH]c4ccccc34)=C(C#N)C#N)c(=O)oc2c1,ClCCl,446,587,Yes,406.444,C25H18N4O2,4.007,-5.451,6,1,323.81,0.20907,92.91,-6.45,4,2739
14103,CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(c3ccc[nH]3)c3ccccc3C1=C2C,C1CCOC1,604,627,Yes,377.245,C22H22BF2N3,3.9058,-6.865,3,1,279.06,0.090303,32.4,-1.3805,2,1639
4500,Cc1cc(C)c(C2=C3C=CC=[N+]3[B-]3(F)Oc4cc(O)cc5c6ccc(C)cc6c6cc2n3c6c45)c(C)c1,ClC(Cl)Cl,629,649,Yes,486.353,C31H24BFN2O2,6.514,-11.629,4,1,344.56,0.099576,46.07,-3.0718,1,3433
14014,Cc1ccc(C2=[N+]3C(=Cc4ccc(C)n4[B-]3(F)F)c3ccccc32)[nH]1,CC#N,592,620,Yes,335.164,C19H16BF2N3,3.1221,-6.657,3,1,242.57,0.10389,32.4,-2.1012,1,1236
10936,COc1cc(/C=C/c2nc3ccccc3s2)c(OC)cc1/C=C/c1ccncc1,CC#N,410,487,Yes,400.501,C24H20N2O2S,4.9399,-5.393,4,0,318.36,0.19569,72.48,0.84767,6,2529
10805,CN1/C(=C/C=C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)c2ccccc2)C(C)(C)c2ccccc21,O,634,661,Yes,459.655,C33H35N2,6.8149,-7.074,2,0,359.39,-0.0045911,6.25,1.1355,4,3710
4511,CCCCCCCCC1(CCCCCCCC)c2cc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)ccc2-c2ccc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)cc21,Cc1ccccc1,429,486,Yes,855.128,C61H58O4,16.651,-16.997,4,0,679.55,0.076757,68.28,-17.075,18,21700
13679,N#Cc1cc(/C=C/c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(C#N)c2)ccc1/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1,ClCCl,429,577,Yes,768.962,C56H40N4,13.141,-17.922,4,0,635.1,0.053881,54.06,-4.0775,12,21900
2115,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,O,279,400,Yes,314.859,C19H23ClN2,4.4969,-4.653,2,0,248.86,0.02853,6.48,4.3809,4,995
14099,CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(c3ccc[nH]3)c3ccccc3C1=C2,CO,609,628,Yes,363.218,C21H20BF2N3,3.8276,-7.136,3,1,268.59,0.093823,32.4,-1.5696,2,1521
4313,Cc1ccc2c(c1)nnn2-c1c(C#N)c2c(N)ncnc2n1[C@H]1C[C@H](O)[C@@H](CO)O1,CO,278,419,Yes,406.405,C19H18N8O3,1.4256,-4.39,11,3,292.37,0.4195,160.92,-7.2464,3,2137
13950,N#C/C(=C\C=C\c1ccccc1)c1ccccc1,CC#N,343,421,Yes,231.297,C17H13N,3.9892,-3.941,1,0,205.94,0.065844,23.79,-4.725,3,701
8946,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccc(Cl)cc6)nn5-c5ccccc5)s4)ccc(c23)C1=O,ClCCl,389,519,Yes,616.183,C37H30ClN3O2S,9.6089,-10.666,5,0,459.58,0.14759,83.44,-3.464,9,7277
6461,CN(C)c1ccc(C2=Nc3scc[n+]3[B-](F)(F)O2)cc1,ClCCl,407,453,Yes,295.12,C12H12BF2N3OS,1.6988,-4.666,4,0,205.25,0.22724,61.46,-2.9846,2,807
11090,CCN(CC)c1ccc2cc(/C=C/C(=C(C#N)C#N)c3ccc4c(c3)c3ccccc3n4CC)c(=O)oc2c1,Cc1ccccc1,510,571,Yes,512.611,C33H28N4O2,6.1393,-6.825,6,0,411.58,0.14719,82.05,-5.8441,7,5301
5661,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)C3(c5cc(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)ccc5S4)c4ccccc4-c4ccccc43)cc2)cc1,ClCCl,356,410,Yes,835.084,C61H42N2S,15.059,-23.642,2,0,632.6,0.038871,31.78,0.81926,8,19100
4142,Cc1ccc(-c2cc(-c3ccccc3Cl)c3c(N)nc(N4CCCC4)c(C#N)c3n2)cc1,ClC(Cl)Cl,418,508,Yes,439.949,C26H22ClN5,5.6861,-9.092,5,1,334.65,0.16232,78.83,-2.3799,3,2617
14953,F[B-]1(F)n2c(cc(Cl)c2-c2ccccc2)C(c2ccccc2)=C2C=C(Cl)C(c3ccccc3)=[N+]21,CC#N,558,588,Yes,489.159,C27H17BCl2F2N2,6.2773,-9.981,2,0,342,0.032778,16.61,-2.9296,3,2874
685,CCOC(=O)/N=c1/oc2ccc(OC)cc2cc1C#N,ClCCl,388,470,Yes,272.259,C14H12N2O4,1.9058,-3.613,6,0,215.18,0.31653,80.91,-8.8692,3,841
13805,F[B-]1(F)OC(c2ccc(C(F)(F)F)cc2)=Cc2cc(Cl)nc[n+]21,ClCCl,372,426,Yes,348.466,C13H7BClF5N2O,3.1157,-5.632,3,0,219.87,0.10092,30.51,-11.896,2,1188
12602,O=Cc1ccc(-c2ccc(O)c(-c3nc4ccccc4s3)c2)s1,CCO,348,558,Yes,337.422,C18H11NO2S2,4.8443,-5.322,3,1,243.91,0.31909,106.67,-0.89075,3,1206
2019,CN(C)CCNCc1c2ccccc2cc2ccccc12,CCO,366,410,Yes,278.398,C19H22N2,3.1046,-4.127,2,1,230.02,0.065255,15.27,3.1052,5,940
5638,O=S(=O)(c1ccc(-c2ccc(-c3nc4c5ccccc5c5ccccc5c4n3-c3ccccc3)cc2)cc1)c1ccc(-c2ccc(-c3nc4c5ccccc5c5ccccc5c4n3-c3ccccc3)cc2)cc1,ClC(Cl)Cl,368,450,Yes,955.151,C66H42N4O2S,15.871,-25.038,6,0,703.68,0.09132,78.16,-2.0981,8,33000
14919,c1ccc2c(c1)[nH]c1c3[nH]c4ccccc4c3c3nsnc3c21,Cc1ccccc1,410,456,Yes,314.371,C18H10N4S,4.8888,-2.3,4,2,218.86,0.32112,85.6,1.2467,0,992
2045,CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cn1,CCO,371,388,Yes,400.481,C24H24N4O2,3.4916,-5.8,6,0,311.05,0.15589,65.19,-0.11609,7,2384
13844,CC(C)[Si]1(C(C)C)c2cc(C=C(C#N)C#N)ccc2-c2ccc(N(C)C)cc21,CCOCC,469,584,Yes,385.585,C24H27N3Si,4.8046,-5.612,3,0,310.01,0.098932,50.82,-32.398,4,1839
1459,C1=C(c2ccc(-c3cccs3)s2)CCC1,CCCCCC,341,410,Yes,232.37,C13H12S2,4.4782,-4.647,0,0,177.39,0.22955,56.48,-1.9431,2,375
11964,C(/C=C/Nc1ccccc1)=[NH+]c1ccccc1,CS(C)=O,381,492,Yes,225.314,C15H15N2,2.4871,-3.462,2,2,192.48,0.099751,28.64,-1.1675,5,668
5387,O=S(=O)(c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(S(=O)(=O)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,Cc1ccccc1,354,451,Yes,692.858,C42H32N2O4S2,8.2588,-13.04,6,0,509.58,0.1261,91.52,-2.2385,10,11500
6247,CC(=O)c1cc(=O)n(C)c2cc(-c3ccc(N(C)C)cc3)sc12,CC#N,440,504,Yes,326.419,C18H18N2O2S,2.4463,-4.192,4,0,245.31,0.21825,68.86,3.3158,3,1191
14967,F[B-]1(F)n2c(cc(-c3ccccc3)c2-c2ccccc2)C(c2ccccc2)=C2C=C(c3ccccc3)C(c3ccccc3)=[N+]21,C1CCOC1,586,620,Yes,572.464,C39H27BF2N2,8.1664,-11.597,2,0,430.68,0.026029,16.61,-2.7022,5,5642
2455,COc1ccc2c(c1)-c1ccccc1C2=O,C1CCCCC1,365,472,Yes,210.231,C14H10O2,3.1059,-4.734,2,0,159.53,0.14442,26.3,-0.99272,1,395
4806,COc1cc(OC)cc(C2=C3C(C)=C(I)C(C)=[N+]3[B-](F)(F)n3c(/C=C/c4c[nH]c5ccccc45)c(I)c(C)c32)c1,C1CCOC1,627,668,Yes,763.162,C30H26BF2I2N3O2,6.4631,-10.001,5,1,434.14,0.10411,50.86,-2.4035,5,4728
14547,COC(=O)CN1C(=O)c2cc3ccc(N(C)C)cc3cc2C1=O,CC#N,380,549,Yes,312.324,C17H16N2O4,1.6423,-3.17,6,0,228.75,0.24577,66.92,-0.20106,4,1170
11371,N#Cc1cccc(C#N)c1N,O,344,394,Yes,143.149,C8H5N3,0.6535,-3.238,3,1,125.2,0.33858,73.6,-6.085,0,150
726,c1ccc2c(c1)CCc1c-2cnc2c1-c1ccccc1CC2,Cc1ccccc1,323,362,Yes,283.373,C21H17N,4.9767,-6.121,1,0,219.58,0.049959,12.89,-3.015,0,931
4899,COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,C1CCOC1,385.5,488,Yes,496.561,C30H28N2O5,6.4067,-9.171,7,1,377.94,0.21861,90.66,-55.463,8,4569
5834,CCCCC1=Cc2c3ccc4cccc5ccc(c6cc(-c7ccccc7)n(c26)P1(=O)c1ccccc1)c3c45,CC#N,426,459,Yes,521.598,C36H28NOP,9.3719,-14.288,2,0,384.48,0.062136,31.81,-18.512,5,4052
1125,Cn1c(=O)c(/N=N/c2ccc(S(=O)(=O)O)c3ccccc23)c(O)c2ccccc21,ClCCl,467,541,Yes,409.421,C20H15N3O5S,1.5509,-4.184,8,2,281.65,0.33513,128.01,-3.1472,3,2230
11922,CC(=O)c1ccc2cc(C#Cc3cn([C@H]4C[C@H](O)[C@@H](CO)O4)c4ncnc(N)c34)ccc2c1,CC#N,344,508,Yes,442.474,C25H22N4O4,2.8019,-6.364,8,3,331.49,0.28152,123.49,-2.9499,4,3431
7856,O=C(N/N=C/c1ccccc1O)c1ccccc1,ClCCl,330,392,Yes,240.261,C14H12N2O2,2.8559,-3.425,4,2,193.34,0.25401,61.69,4.4204,3,705
12077,CC(=O)c1ccc2ccc3c(NCCC(=O)NCCCCCCc4nc5c(=O)[nH]c(N)nc5n4[C@H]4C[C@H](O)[C@@H](CO)O4)ccc4ccc1c2c43,CO,447,565,Yes,679.776,C37H41N7O6,3.8028,-9.153,13,6,502.54,0.30708,193.19,-2.5887,14,12700
8679,CCCCNc1ccc2c3c(cccc13)C(=O)N(c1ccc(OCc3cc(Oc4ccc5c6c(cccc46)C(=O)N(CCCC)C5=O)cc(Oc4ccc5c6c(cccc46)C(=O)N(CCCC)C5=O)c3)cc1)C2=O,CC#N,430,520,Yes,985.103,C61H52N4O9,12.472,-16.821,13,1,728.84,0.17885,151.86,1.4185,18,30900
13312,CN(C)c1ccc2nc(/C=C/c3ccccc3)c(=O)oc2c1,CCO,466,574,Yes,292.337,C18H16N2O2,2.6816,-3.546,4,0,231.56,0.16454,41.9,1.5442,3,1153
12522,O=C(O)c1ccccc1Nc1ccccc1,C1CCOC1,353,434,Yes,213.235,C13H11NO2,2.6751,-3.207,3,2,168.58,0.22304,49.33,-0.86954,3,447
1013,CCN(CC)c1ccc(/C=C/C(=O)c2c(O)cc(C)oc2=O)cc1,ClCCl,480,575,Yes,327.379,C19H21NO4,2.2718,-3.648,5,1,260.34,0.20254,66.84,-3.4511,6,1540
7704,CCC1=C(C)C2=C(C)c3c(C)c(-c4csc(N5CCOCC5)n4)c(C)n3[B-](F)(F)[N+]2=C1C,CO,514,540,Yes,458.383,C23H29BF2N4OS,3.98,-6.75,5,0,333.71,0.16808,70.21,0.1839,3,2694
7272,Nc1ccc2cc(-c3ccc(C(F)(F)F)cc3)oc(=O)c2c1,CN(C)C=O,356,448,Yes,305.254,C16H10F3NO2,3.4181,-4.633,3,1,209.96,0.18246,52.32,-7.9682,2,1090
4987,CN(C)c1ccc(/C=C/c2cc[n+](C)cc2)cc1,CN(C)C=O,471,596,Yes,239.341,C16H19N2,-1.1615,-2.656,2,0,203.9,0.030947,7.12,0.17075,3,718
12507,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,CN(C)C=O,340,425,Yes,281.232,C14H10F3NO2,3.5234,-3.985,3,2,198.04,0.18986,49.33,-8.0595,4,828
15993,CCCCCCc1cc2c3cscc3c3cc(CCCCCC)sc3c2s1,ClC(Cl)Cl,393,442,Yes,414.7,C24H30S3,9.635,-8.986,0,0,327,0.18679,84.72,-13.729,10,2008
14510,CCC1(CC)c2ccccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(N(c4ccccc4)c4ccccc4)ccc2-3)C(CC)(CC)c2ccccc2-1,C1CCOC1,356,392,Yes,677.973,C51H51N,14.154,-14.231,1,0,529.21,0.0067081,3.24,0.952,9,8513
13268,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(-c2cccc(F)c2)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13,Cc1ccccc1,467.1,493.65,Yes,734.808,C52H52BFN2,14.555,-18.743,2,0,552.05,0.024889,9.86,-10.975,5,10500
8305,COC1(OC)C2(Cl)c3nc4ccc(-c5cccs5)cc4nc3C1(Cl)C1C[C@@H]3[C@H](CC12)C1(Cl)c2nc4ccc(-c5cccs5)cc4nc2C3(Cl)C1(OC)OC,CO,369,510,Yes,838.662,C40H32Cl4N4O4S2,8.4314,-12.848,8,0,531.86,0.23427,144.96,-6.4175,6,10500
7412,O=P1(c2ccccc2)C(c2ccccc2)=Cc2cc3ccccc3cc21,ClCCl,387,428,Yes,352.372,C24H17OP,6.1101,-6.048,1,0,262.36,0.064873,26.88,-13.387,2,1462
6689,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc(C#Cc3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)cc3)cc2)cc1,ClC(Cl)Cl,356,419,Yes,833.172,C62H60N2,17.993,-18.958,2,0,677.46,0.020282,9.86,-7.1347,8,25000
8994,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,ClCCl,340,414,Yes,289.333,C19H15NO2,4.0833,-5.159,3,1,233.89,0.14798,41.82,-0.44565,4,1177
1439,OC1(c2ccc(-c3cccs3)s2)CCCC1,CCO,342,416,Yes,250.385,C13H14OS2,4.2304,-4.649,1,1,183.2,0.29378,76.71,-0.18273,2,433
10031,C[Si](C)(c1ccc2cc3ccccc3cc2c1)[Si](C)(C)c1ccc2cc3ccccc3cc2c1,C1CCCCC1,381.25,415,Yes,470.762,C32H30Si2,10.33,-9.524,0,0,347.46,0,0,-37.128,3,3499
8651,NC(=O)CC[C@H](/[NH+]=C\C=C1\C=C(C(=O)O)N[C@H](C(=O)O)C1)C(=O)O,OCCO,478,507,Yes,340.311,C14H18N3O7,-5.0269,-1.107,10,6,238.98,0.49456,180.99,-0.28372,8,1524
11877,O=S(=O)(c1ccccc1)c1ccc(-c2ccc3c4ccc(-c5ccc(S(=O)(=O)c6ccccc6)cc5)cc4n(-c4ccccc4)c3c2)cc1,CN(C)C=O,341,437,Yes,675.827,C42H29NO4S2,9.2071,-14.175,5,0,487.62,0.13131,89.97,-6.0395,7,10200
9586,CCN1C(=CC=Cc2n(CC)c3cc(Cl)c(Cl)cc3[n+]2CC)N(CC)c2cc(Cl)c(Cl)cc21,CCCCCCO,521,535,Yes,527.345,C25H27Cl4N4,3.821,-7.606,4,0,379.21,0.044118,15.29,-0.69663,7,3196
9317,COc1ccc2ccccc2c1C1=CC(c2ccccc2)=C(c2ccccc2)C1,ClCCl,340,471,Yes,374.482,C28H22O,6.0492,-5.919,1,0,297.53,0.03361,9.23,-0.46993,4,2063
199,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,Cc1ccccc1,481,679,Yes,511.576,C34H25NO4,7.147,-11.028,5,0,389.12,0.12754,55.84,0.55852,6,5334
7899,O=C1OCC2=C1C(c1ccccc1)c1cc3c(cc1N2CCO)CCC3,O,327,423,Yes,347.413,C22H21NO3,2.434,-4.088,4,1,254.9,0.15571,49.77,0.014229,3,1413
1760,CCC/N=C/c1cc2ccc(N(C)C)cc2cc1OC,CS(C)=O,376,456,Yes,270.375,C17H22N2O,3.6008,-4.226,3,0,229.48,0.1092,24.83,1.6584,5,857
14787,CN(C)c1ccc(-c2cc(-c3ccc(C(F)(F)F)cc3)nn2C)cc1,ClCCl,283,448,Yes,345.367,C19H18F3N3,3.967,-4.753,3,0,257.28,0.083139,21.06,-3.2472,4,1652
8690,CCCN1/C(=C/C=C(/C=C/C2=[N+](CCC)c3ccccc3C2(C)C)c2ccc([N+](=O)[O-])cc2)C(C)(C)c2ccccc21,CO,635,656,Yes,560.759,C37H42N3O2,7.6147,-8.674,5,0,438.1,0.06567,52.07,-2.9814,9,5972
